molecule_chembl_id,canonical_smiles,pchembl_value,bioactivity_class,smiles_clean,MW,LogP,NumHDonors,NumHAcceptors
CHEMBL1642980,CC(C)(C)c1cc[n+](CCCCCCCCCCC[n+]2ccc(C(C)(C)C)cc2)cc1.[Br-].[Br-],7.58,1,CC(C)(C)c1cc[n+](CCCCCCCCCCC[n+]2ccc(C(C)(C)C)cc2)cc1,424.71700000000004,7.067700000000009,0,0
CHEMBL1642975,CC(C)(C)c1cc[n+](CCCCCC[n+]2ccc(C(C)(C)C)cc2)cc1.[Br-].[Br-],7.5,1,CC(C)(C)c1cc[n+](CCCCCC[n+]2ccc(C(C)(C)C)cc2)cc1,354.58200000000005,5.117200000000006,0,0
CHEMBL1642978,CC(C)(C)c1cc[n+](CCCCCCCCC[n+]2ccc(C(C)(C)C)cc2)cc1.[Br-].[Br-],7.43,1,CC(C)(C)c1cc[n+](CCCCCCCCC[n+]2ccc(C(C)(C)C)cc2)cc1,396.663,6.287500000000008,0,0
CHEMBL1642987,CC(C)(C)c1cc[n+](Cc2ccc(C[n+]3ccc(C(C)(C)C)cc3)cc2)cc1.[Br-].[Br-],6.52,1,CC(C)(C)c1cc[n+](Cc2ccc(C[n+]3ccc(C(C)(C)C)cc3)cc2)cc1,374.57200000000006,4.953200000000005,0,0
CHEMBL1642986,CC(C)(C)c1cc[n+](Cc2cccc(C[n+]3ccc(C(C)(C)C)cc3)c2)cc1.[Br-].[Br-],6.16,1,CC(C)(C)c1cc[n+](Cc2cccc(C[n+]3ccc(C(C)(C)C)cc3)c2)cc1,374.5720000000001,4.953200000000005,0,0
CHEMBL1642984,CC(C)(C)c1cc[n+](C/C=C\C[n+]2ccc(C(C)(C)C)cc2)cc1.[Cl-].[Cl-],5.7,0,CC(C)(C)c1cc[n+](C/C=C\C[n+]2ccc(C(C)(C)C)cc2)cc1,324.512,4.113000000000004,0,0
CHEMBL1642983,CC(C)(C)c1cc[n+](C/C=C/C[n+]2ccc(C(C)(C)C)cc2)cc1.[Br-].[Br-],5.47,0,CC(C)(C)c1cc[n+](C/C=C/C[n+]2ccc(C(C)(C)C)cc2)cc1,324.512,4.113000000000004,0,0
CHEMBL1642973,CC(C)(C)c1cc[n+](CCCC[n+]2ccc(C(C)(C)C)cc2)cc1.[Br-].[Br-],5.43,0,CC(C)(C)c1cc[n+](CCCC[n+]2ccc(C(C)(C)C)cc2)cc1,326.528,4.337000000000004,0,0
CHEMBL1642985,CC(C)(C)c1cc[n+](Cc2ccccc2C[n+]2ccc(C(C)(C)C)cc2)cc1.[Br-].[Br-],5.0,0,CC(C)(C)c1cc[n+](Cc2ccccc2C[n+]2ccc(C(C)(C)C)cc2)cc1,374.5720000000001,4.953200000000005,0,0
CHEMBL1642981,CC(C)(C)c1cc[n+](COC[n+]2ccc(C(C)(C)C)cc2)cc1.[Cl-].[Cl-],4.92,0,CC(C)(C)c1cc[n+](COC[n+]2ccc(C(C)(C)C)cc2)cc1,314.473,3.488400000000003,0,1
CHEMBL1642972,CC(C)(C)c1cc[n+](CCC[n+]2ccc(C(C)(C)C)cc2)cc1.[Br-].[Br-],4.85,0,CC(C)(C)c1cc[n+](CCC[n+]2ccc(C(C)(C)C)cc2)cc1,312.501,3.946900000000003,0,0
CHEMBL1642971,CC(C)(C)c1cc[n+](CC[n+]2ccc(C(C)(C)C)cc2)cc1.[Br-].[Br-],4.77,0,CC(C)(C)c1cc[n+](CC[n+]2ccc(C(C)(C)C)cc2)cc1,298.474,3.5568000000000026,0,0
CHEMBL1642982,CC(C)(C)c1cc[n+](CCOCC[n+]2ccc(C(C)(C)C)cc2)cc1.[Br-].[Br-],4.72,0,CC(C)(C)c1cc[n+](CCOCC[n+]2ccc(C(C)(C)C)cc2)cc1,342.52700000000004,3.573400000000002,0,1
CHEMBL1642970,CC(C)(C)c1cc[n+](C[n+]2ccc(C(C)(C)C)cc2)cc1.[Br-].[Br-],4.7,0,CC(C)(C)c1cc[n+](C[n+]2ccc(C(C)(C)C)cc2)cc1,284.447,3.3624000000000027,0,0
CHEMBL1642974,CC(C)(C)c1cc[n+](CCCCC[n+]2ccc(C(C)(C)C)cc2)cc1.[Br-].[Br-],4.62,0,CC(C)(C)c1cc[n+](CCCCC[n+]2ccc(C(C)(C)C)cc2)cc1,340.555,4.7271000000000045,0,0
CHEMBL291233,O/N=C/c1cc[n+](COC[n+]2ccc(/C=N/O)cc2)cc1.[Cl-].[Cl-],3.071419246846638,0,O/N=C/c1cc[n+](COC[n+]2ccc(/C=N/O)cc2)cc1,288.307,0.5096,2,5
CHEMBL1200970,CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21.Cl,2.991399828238082,0,CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21,312.482,5.019600000000005,0,3
CHEMBL426113,O/N=C/c1cc[n+](CCC[n+]2ccc(/C=N/O)cc2)cc1.[Br-].[Br-],3.7772835288524167,0,O/N=C/c1cc[n+](CCC[n+]2ccc(/C=N/O)cc2)cc1,286.33500000000004,0.9680999999999997,2,4
CHEMBL451825,O/N=C/c1cc[n+](C[n+]2ccc(/C=N/O)cc2)cc1.[Br-].[Br-],2.6968039425795114,0,O/N=C/c1cc[n+](C[n+]2ccc(/C=N/O)cc2)cc1,258.28100000000006,0.3835999999999991,2,4
CHEMBL397871,NC(=O)c1cc[n+](CCC[n+]2ccc(/C=N/O)cc2)cc1.[Br-].[Br-],3.148130399270234,0,NC(=O)c1cc[n+](CCC[n+]2ccc(/C=N/O)cc2)cc1,286.33500000000004,0.25890000000000085,2,3
CHEMBL238977,NC(=O)c1cc[n+](C/C=C/C[n+]2ccc(/C=N/O)cc2)cc1.[Br-].[Br-],3.247183568811729,0,NC(=O)c1cc[n+](C/C=C/C[n+]2ccc(/C=N/O)cc2)cc1,298.346,0.425000000000001,2,3
CHEMBL1644323,O/N=C/c1cc[n+](CCC[n+]2ccc(-c3ccccc3)cc2)cc1.[Br-].[Br-],3.950781977329818,0,O/N=C/c1cc[n+](CCC[n+]2ccc(-c3ccccc3)cc2)cc1,319.408,2.8270000000000017,1,2
CHEMBL1644325,CC(=O)c1cc[n+](CCC[n+]2ccc(/C=N/O)cc2)cc1.[Br-].[Br-],3.9788107009300617,0,CC(=O)c1cc[n+](CCC[n+]2ccc(/C=N/O)cc2)cc1,285.34700000000004,1.3625999999999996,1,3
CHEMBL1644328,N/C(=N\O)c1cc[n+](CCC[n+]2ccc(/C=N/O)cc2)cc1.[Br-].[Br-],3.536107011014093,0,N/C(=N\O)c1cc[n+](CCC[n+]2ccc(/C=N/O)cc2)cc1,301.35,0.25450000000000134,3,4
CHEMBL1651042,CC(=O)O[C@H]1C[C@@H]2C(=CC[C@]3(C)[C@@H]([C@H](C)N(C)C)[C@H](O)C[C@@]23C)C[C@@]23O[C@@H]2[C@H]2OC[C@](C)([C@H]2NC(=O)c2ccccc2)[C@H]13,5.52,0,CC(=O)O[C@H]1C[C@@H]2C(=CC[C@]3(C)[C@@H]([C@H](C)N(C)C)[C@H](O)C[C@@]23C)C[C@@]23O[C@@H]2[C@H]2OC[C@](C)([C@H]2NC(=O)c2ccccc2)[C@H]13,592.7770000000004,3.972800000000003,2,7
CHEMBL1651043,C[C@@H]([C@H]1[C@H](O)C[C@@]2(C)[C@@H]3C[C@H](O)[C@H]4[C@]5(C)CO[C@]4(C=C[C@@H]5NC(=O)c4ccccc4)CC3=CC[C@]12C)N(C)C,5.07,0,C[C@@H]([C@H]1[C@H](O)C[C@@]2(C)[C@@H]3C[C@H](O)[C@H]4[C@]5(C)CO[C@]4(C=C[C@@H]5NC(=O)c4ccccc4)CC3=CC[C@]12C)N(C)C,534.7410000000002,4.190800000000004,3,5
